Passenger_ID,Flight_ID,Airline,Origin,Destination,Flight_Status,Age,Gender,Income_Level,Travel_Purpose,Seat_Class,MembershipTier,Check_in_Method,Flight_Satisfaction_Score,Delay_Minutes,Booking_Days_In_Advance,No_Show,Weather_Impact,Seat_Selected,Distance_km,FlightDurationMinutes,DepartureDate,IsHoliday,Departure_Hour,Departure_Weekday,Departure_Month,Price,BaggageAllowance
P8612,F127,Korean Air,KUL,BKK,On-time,23,Female,High,Family,Economy,Gold,Desk,5.6,17.0,0,0,0,Aisle,1220,91,2025-02-07,1,1,4,2,779.7,0
P8613,F1137,Korean Air,HKG,SIN,On-time,46,Female,Low,Leisure,Economy,None,Online,7.6,5.0,53,0,0,Aisle,2565,192,2024-02-12,1,17,0,2,580.19,20
P8614,F1110,Singapore Airlines,HKG,PVG,On-time,46,Female,Low,Leisure,Premium Economy,Platinum,Airport Kiosk,6.4,16.0,53,0,0,Window,1255,94,2024-04-09,0,15,1,4,646.44,20
P8615,F1417,Japan Airlines,TPE,HKG,On-time,27,Male,High,Family,Premium Economy,None,Desk,7.1,4.0,32,1,1,Aisle,806,60,2024-06-02,1,5,6,6,462.52,0
P8616,F674,Singapore Airlines,KUL,HKG,On-time,32,Female,Medium,Leisure,Economy,None,Airport Kiosk,7.0,32.0,13,0,0,Middle,2543,190,2023-10-14,0,11,5,10,416.16,20
P8618,F1771,Japan Airlines,KUL,HKG,On-time,22,Female,High,Emergency,Business,Platinum,Online,7.3,19.0,64,0,0,Window,2543,190,2024-08-15,1,10,3,8,645.86,0
P8619,F16,Korean Air,KUL,HKG,On-time,66,Female,Medium,Leisure,Business,None,Online,7.5,12.0,74,0,0,Window,2543,190,2024-12-25,1,12,2,12,613.19,20
P8620,F28,Singapore Airlines,ICN,BKK,Cancelled,76,Male,Medium,Family,Economy,None,Mobile App,3.4,12.0,68,0,0,Aisle,3668,274,2025-01-20,1,11,0,1,683.54,0
P8622,F949,Malaysia Airlines,HKG,PVG,On-time,73,Male,Medium,Leisure,Economy,None,Desk,7.3,1.0,40,0,0,Window,1255,94,2024-06-12,1,20,2,6,442.17,40
P8624,F993,Qantas,SIN,HKG,On-time,25,Male,Low,Family,Economy,Platinum,Mobile App,8.9,0.0,60,0,0,Middle,2565,192,2025-01-05,0,15,6,1,525.67,0
P8626,F1487,Singapore Airlines,BKK,KUL,On-time,31,Female,Medium,Leisure,Economy,Silver,Airport Kiosk,8.0,25.0,95,0,0,Aisle,1220,91,2024-09-04,0,12,2,9,534.67,0
P8627,F809,Malaysia Airlines,NRT,ICN,On-time,39,Male,High,Leisure,Business,Platinum,Desk,7.7,2.0,1,0,0,Middle,1256,94,2025-01-08,0,15,2,1,307.29,0
P8628,F1519,Japan Airlines,NRT,ICN,On-time,19,Female,Medium,Business,Economy,None,Mobile App,3.7,26.0,38,0,0,Aisle,1256,94,2024-10-17,0,1,3,10,214.23,20
P8630,F480,Qantas,TPE,ICN,On-time,64,Female,Low,Business,Economy,Gold,Airport Kiosk,7.1,0.0,31,0,0,Aisle,1463,109,2023-05-26,0,6,4,5,354.08,0
P8631,F113,Japan Airlines,SIN,BKK,On-time,61,Female,Medium,Family,Economy,None,Airport Kiosk,6.2,22.0,73,1,1,Aisle,1416,106,2024-04-28,0,6,6,4,568.52,0
P8632,F1071,Malaysia Airlines,BKK,KUL,On-time,62,Male,Low,Emergency,Economy,Silver,Online,7.7,19.0,47,0,1,Middle,1220,91,2024-11-18,0,15,0,11,207.99,60
P8633,F1434,Malaysia Airlines,SYD,SIN,Delayed,53,Female,Medium,Leisure,Business,None,Mobile App,6.6,4.0,43,0,0,Middle,6293,472,2024-01-06,0,3,5,1,602.56,0
P8634,F1251,Qantas,KUL,BKK,On-time,39,Male,High,Business,Economy,None,Airport Kiosk,5.2,26.0,3,0,0,Middle,1220,91,2023-05-04,0,14,3,5,602.38,0
P8637,F1836,Malaysia Airlines,NRT,BKK,On-time,57,Female,Low,Leisure,Premium Economy,None,Desk,3.1,12.0,35,0,0,Aisle,4648,348,2023-12-21,1,23,3,12,604.31,0
P8638,F1123,Singapore Airlines,SYD,SIN,Delayed,61,Male,Medium,Family,Business,Gold,Online,6.5,0.0,12,0,0,Aisle,6293,472,2025-04-13,0,14,6,4,575.74,0
P8639,F148,Korean Air,ICN,HND,On-time,46,Female,Low,Business,Economy,Silver,Online,6.1,1.0,21,0,0,Aisle,1209,90,2024-03-21,0,15,3,3,391.26,20
P8641,F1107,Qantas,NRT,BKK,On-time,62,Male,Medium,Leisure,Premium Economy,Silver,Online,8.3,57.0,107,0,1,Aisle,4648,348,2024-03-17,0,16,6,3,506.33,40
P8643,F499,Qantas,BKK,HKG,Cancelled,63,Male,Medium,Business,First,None,Mobile App,9.0,7.0,62,0,1,Middle,1689,126,2024-04-26,0,0,4,4,494.26,20
P8644,F1851,Malaysia Airlines,SIN,KUL,On-time,36,Female,High,Leisure,Economy,None,Mobile App,8.1,8.0,24,0,0,Middle,297,22,2024-01-05,0,15,4,1,391.32,20
P8645,F1189,Singapore Airlines,KUL,BKK,On-time,23,Female,Low,Family,Economy,None,Airport Kiosk,8.5,1.0,31,0,0,Middle,1220,91,2024-07-17,1,20,2,7,691.59,20
P8646,F38,Qantas,NRT,HKG,On-time,51,Male,Low,Leisure,Economy,Silver,Desk,6.5,17.0,10,0,1,Window,2962,222,2024-07-27,1,2,5,7,515.6,0
P8647,F1535,Malaysia Airlines,SIN,PVG,On-time,61,Male,Medium,Family,Economy,Gold,Desk,10.0,6.0,102,0,0,Window,3805,285,2024-04-02,0,15,1,4,291.62,0
P8648,F991,Qantas,BKK,HKG,On-time,57,Male,Medium,Business,Business,Silver,Airport Kiosk,6.4,5.0,7,0,0,Middle,1689,126,2023-09-18,0,2,0,9,758.12,0
P8649,F1939,Qantas,NRT,BKK,On-time,69,Female,Medium,Emergency,Economy,None,Online,3.4,7.0,42,0,0,Middle,4648,348,2025-02-20,1,3,3,2,700.12,0
P8650,F1788,Malaysia Airlines,SIN,BKK,On-time,67,Female,High,Family,Premium Economy,Gold,Desk,9.8,1.0,49,0,1,Middle,1416,106,2024-08-28,1,10,2,8,393.15,20
P8651,F1801,Singapore Airlines,KUL,HKG,On-time,45,Female,Low,Leisure,Economy,Silver,Airport Kiosk,7.5,7.0,51,0,0,Aisle,2543,190,2024-01-24,1,20,2,1,711.21,0
P8652,F24,Qantas,KUL,DEL,On-time,67,Female,Medium,Family,Economy,None,Online,8.6,13.0,62,0,0,Window,3876,290,2024-04-07,0,4,6,4,632.21,0
P8653,F547,Malaysia Airlines,HKG,PVG,Delayed,21,Female,Medium,Family,Premium Economy,Gold,Airport Kiosk,5.2,7.0,16,0,0,Middle,1255,94,2023-10-08,0,3,6,10,504.98,20
P8654,F613,Singapore Airlines,NRT,ICN,On-time,23,Female,Medium,Family,Economy,Platinum,Desk,6.2,27.0,36,0,1,Aisle,1256,94,2025-01-05,0,2,6,1,706.68,20
P8656,F1472,Malaysia Airlines,HKG,ICN,On-time,68,Male,Medium,Business,First,Silver,Airport Kiosk,7.7,4.0,54,0,0,Aisle,2069,155,2024-07-26,1,22,4,7,455.42,0
P8657,F899,Japan Airlines,NRT,BKK,On-time,63,Female,Medium,Business,Premium Economy,None,Desk,6.7,1.0,38,0,0,Middle,4648,348,2025-02-17,1,22,0,2,431.46,20
P8660,F1298,Malaysia Airlines,HKG,BKK,On-time,55,Male,High,Leisure,Economy,Silver,Airport Kiosk,5.9,2.0,14,0,1,Window,1689,126,2023-11-10,0,10,4,11,376.59,40
P8661,F1781,Qantas,HKG,PVG,On-time,55,Female,High,Business,Economy,Gold,Online,5.3,6.0,46,0,0,Middle,1255,94,2024-01-14,0,22,6,1,511.9,20
P8662,F1972,Malaysia Airlines,HKG,SIN,Cancelled,24,Male,Medium,Family,Economy,Silver,Airport Kiosk,7.8,4.0,82,0,0,Window,2565,192,2023-06-24,1,15,5,6,647.64,0
P8663,F800,Singapore Airlines,HKG,BKK,On-time,59,Female,High,Business,Economy,None,Desk,4.6,10.0,93,0,0,Middle,1689,126,2023-09-12,0,9,1,9,634.19,0
P8664,F1140,Japan Airlines,TPE,ICN,On-time,75,Female,Medium,Business,Business,Silver,Desk,5.3,14.0,74,0,1,Window,1463,109,2024-02-01,1,2,3,2,453.3,40
P8665,F58,Malaysia Airlines,NRT,ICN,On-time,38,Male,Medium,Leisure,Business,Platinum,Online,5.3,6.0,103,0,0,Window,1256,94,2024-01-25,1,13,3,1,513.31,0
P8666,F1177,Qantas,SYD,SIN,On-time,32,Female,Low,Business,First,None,Mobile App,6.7,0.0,25,1,0,Middle,6293,472,2024-09-15,0,1,6,9,699.28,40
P8668,F1838,Singapore Airlines,NRT,BKK,On-time,57,Male,Medium,Leisure,Business,None,Mobile App,7.4,9.0,98,1,0,Window,4648,348,2024-11-14,0,20,3,11,571.58,80
P8670,F1429,Singapore Airlines,SYD,SIN,On-time,70,Male,Low,Leisure,Premium Economy,None,Airport Kiosk,6.8,1.0,31,0,0,Aisle,6293,472,2024-09-09,0,22,0,9,478.89,20
P8671,F1254,Qantas,HKG,PVG,Cancelled,21,Female,High,Emergency,Economy,None,Online,8.2,10.0,52,0,0,Middle,1255,94,2023-06-21,1,20,2,6,591.15,20
P8672,F1309,Korean Air,SYD,SYD,On-time,65,Female,Medium,Business,Premium Economy,Platinum,Online,5.2,16.0,95,0,0,Middle,0,0,2023-10-21,0,1,5,10,436.08,20
P8673,F1160,Malaysia Airlines,KUL,BKK,Cancelled,22,Male,Medium,Business,Economy,Silver,Mobile App,7.8,13.0,2,0,0,Aisle,1220,91,2024-07-05,1,11,4,7,417.9,20
P8674,F1384,Japan Airlines,HKG,PVG,On-time,53,Female,Medium,Emergency,Economy,None,Online,5.8,3.0,76,0,0,Aisle,1255,94,2025-02-26,0,10,2,2,472.6,20
P8675,F526,Singapore Airlines,TPE,ICN,On-time,52,Male,Low,Leisure,Premium Economy,Gold,Desk,4.0,6.0,22,0,0,Middle,1463,109,2024-03-12,0,20,1,3,611.17,20
P8676,F1965,Japan Airlines,TPE,BKK,On-time,54,Male,Medium,Business,First,Platinum,Mobile App,6.6,25.0,94,0,0,Middle,2489,186,2023-05-08,0,2,0,5,552.83,0
P8677,F49,Qantas,HKG,SIN,On-time,20,Male,Medium,Emergency,Premium Economy,None,Mobile App,5.7,7.0,72,0,0,Middle,2565,192,2024-04-16,0,10,1,4,658.9,0
P8678,F1751,Korean Air,ICN,BKK,On-time,44,Female,Low,Emergency,Economy,Silver,Mobile App,6.8,3.0,50,0,0,Aisle,3668,274,2024-07-07,1,4,6,7,336.4,0
P8679,F1311,Korean Air,SYD,SYD,On-time,67,Male,Medium,Business,Economy,Gold,Online,7.2,13.0,72,0,0,Aisle,0,0,2024-12-08,0,10,6,12,390.57,20
P8680,F175,Malaysia Airlines,SIN,PVG,On-time,68,Female,Medium,Emergency,Economy,None,Airport Kiosk,10.0,12.0,88,0,0,Window,3805,285,2023-05-07,0,20,6,5,525.39,20
P8681,F1109,Malaysia Airlines,HKG,SIN,On-time,56,Female,Medium,Emergency,Premium Economy,None,Airport Kiosk,5.8,16.0,9,0,0,Middle,2565,192,2023-08-19,1,2,5,8,560.91,0
P8682,F1325,Malaysia Airlines,BKK,KUL,On-time,44,Male,Medium,Business,Economy,None,Desk,6.2,9.0,19,0,1,Middle,1220,91,2024-12-04,0,13,2,12,449.52,0
P8683,F1863,Korean Air,NRT,HKG,On-time,57,Female,Medium,Leisure,Premium Economy,Platinum,Airport Kiosk,8.8,5.0,51,0,0,Window,2962,222,2025-02-25,0,22,1,2,559.92,60
P8684,F1999,Japan Airlines,SIN,BKK,On-time,54,Male,High,Business,Economy,None,Desk,7.3,53.0,17,0,0,Middle,1416,106,2023-07-15,1,5,5,7,610.98,0
P8685,F624,Korean Air,ICN,HKG,On-time,68,Female,Medium,Family,Economy,Silver,Online,8.2,0.0,1,0,0,Window,2069,155,2023-07-18,1,16,1,7,530.01,40
P8686,F582,Malaysia Airlines,HKG,ICN,On-time,72,Male,Low,Emergency,Premium Economy,None,Mobile App,6.7,4.0,81,0,0,Window,2069,155,2025-01-15,0,10,2,1,571.0,20
P8687,F708,Japan Airlines,TPE,BKK,On-time,43,Male,High,Family,Economy,Silver,Mobile App,5.9,15.0,88,0,0,Middle,2489,186,2025-02-09,1,15,6,2,593.47,0
P8688,F954,Malaysia Airlines,BKK,TPE,On-time,63,Female,High,Family,Business,None,Airport Kiosk,4.6,12.0,97,0,0,Window,2489,186,2023-10-13,0,11,4,10,626.58,40
P8689,F870,Malaysia Airlines,SYD,SYD,On-time,43,Male,Low,Leisure,Economy,None,Airport Kiosk,5.8,6.0,17,0,0,Middle,0,0,2023-09-23,0,11,5,9,452.48,0
P8690,F912,Qantas,NRT,BKK,On-time,24,Female,Medium,Family,Economy,None,Mobile App,7.1,2.0,61,0,0,Window,4648,348,2024-08-17,1,11,5,8,245.88,0
P8691,F930,Korean Air,HKG,PVG,Delayed,39,Female,Low,Family,Economy,None,Online,8.4,2.0,40,0,1,Window,1255,94,2023-06-06,1,14,1,6,720.87,60
P8692,F2000,Japan Airlines,SIN,PVG,On-time,55,Male,Medium,Emergency,Economy,Silver,Airport Kiosk,7.3,2.0,81,0,0,Window,3805,285,2024-04-17,0,0,2,4,424.3,40
P8693,F264,Malaysia Airlines,NRT,BKK,On-time,65,Female,High,Emergency,Economy,None,Desk,5.4,2.0,113,0,0,Middle,4648,348,2024-10-25,0,10,4,10,552.28,40
P8694,F729,Singapore Airlines,BKK,TPE,Cancelled,76,Female,Medium,Family,Economy,None,Mobile App,8.2,9.0,6,0,0,Middle,2489,186,2024-04-10,1,12,2,4,410.29,20
P8695,F210,Japan Airlines,SYD,SYD,On-time,55,Female,Medium,Business,Economy,None,Mobile App,7.0,4.0,87,0,0,Window,0,0,2023-05-10,0,6,2,5,366.08,20
P8696,F1528,Korean Air,NRT,TPE,On-time,48,Female,High,Emergency,Economy,None,Mobile App,8.6,1.0,99,0,0,Aisle,2181,163,2024-06-04,1,11,1,6,386.49,40
P8697,F1895,Singapore Airlines,SIN,TPE,Delayed,40,Male,High,Emergency,Business,None,Mobile App,7.5,19.0,104,0,1,Middle,3222,241,2023-07-21,1,16,4,7,709.77,20
P8698,F992,Korean Air,SIN,TPE,Delayed,73,Male,Medium,Emergency,Business,Gold,Airport Kiosk,6.7,9.0,87,0,0,Middle,3222,241,2023-08-20,1,20,6,8,730.32,0
P8699,F1476,Malaysia Airlines,TPE,BKK,On-time,32,Female,Medium,Emergency,First,None,Mobile App,7.1,13.0,18,0,0,Aisle,2489,186,2024-07-05,1,9,4,7,791.94,0
P8700,F309,Japan Airlines,SYD,SYD,On-time,23,Male,Medium,Business,Premium Economy,Silver,Mobile App,7.7,18.0,97,0,0,Window,0,0,2024-02-13,1,14,1,2,339.88,40
P8701,F945,Malaysia Airlines,NRT,ICN,On-time,27,Male,Medium,Business,Economy,Gold,Airport Kiosk,8.0,25.0,66,0,0,Aisle,1256,94,2023-08-30,1,15,2,8,652.62,60
P8702,F1520,Japan Airlines,BKK,TPE,On-time,28,Female,High,Leisure,Business,Silver,Airport Kiosk,4.9,7.0,66,0,0,Middle,2489,186,2024-04-18,0,6,3,4,682.35,20
P8703,F1444,Malaysia Airlines,KUL,BKK,On-time,65,Female,Medium,Business,Business,Silver,Airport Kiosk,6.8,3.0,10,0,0,Aisle,1220,91,2024-11-08,0,1,4,11,509.66,0
P8704,F1069,Malaysia Airlines,SYD,SYD,On-time,18,Male,Medium,Leisure,Economy,None,Desk,6.4,5.0,89,0,1,Window,0,0,2023-11-16,0,19,3,11,387.12,40
P8705,F1774,Korean Air,ICN,PVG,On-time,39,Male,High,Family,Business,None,Mobile App,8.6,1.0,13,0,1,Middle,822,61,2024-10-03,0,11,3,10,349.88,0
P8706,F1949,Japan Airlines,SYD,SYD,On-time,35,Male,Low,Emergency,Business,None,Online,7.1,31.0,51,0,0,Middle,0,0,2023-12-25,1,7,0,12,430.05,0
P8707,F1046,Malaysia Airlines,SIN,PVG,On-time,53,Female,Low,Family,First,Silver,Desk,8.7,4.0,91,0,1,Middle,3805,285,2024-11-17,0,1,6,11,266.24,20
P8709,F1912,Korean Air,NRT,TPE,Delayed,55,Female,Low,Leisure,Economy,None,Airport Kiosk,9.2,9.0,94,0,1,Window,2181,163,2023-09-29,0,22,4,9,567.86,0
P8710,F1268,Qantas,KUL,DEL,On-time,65,Female,High,Family,Premium Economy,Silver,Desk,6.5,2.0,38,0,0,Middle,3876,290,2023-09-20,0,5,2,9,604.56,20
P8711,F401,Malaysia Airlines,NRT,TPE,Delayed,19,Female,Medium,Emergency,Economy,None,Online,9.0,4.0,83,0,0,Middle,2181,163,2024-11-24,0,18,6,11,778.74,20
P8712,F971,Singapore Airlines,KUL,BKK,Delayed,78,Male,Medium,Leisure,Business,Silver,Airport Kiosk,6.8,17.0,103,0,0,Window,1220,91,2024-01-19,0,18,4,1,961.84,20
P8713,F944,Qantas,KUL,HKG,Delayed,68,Male,Low,Leisure,Economy,None,Online,7.4,2.0,118,0,0,Window,2543,190,2024-09-06,0,1,4,9,494.72,60
P8714,F1369,Japan Airlines,BKK,TPE,On-time,35,Female,High,Emergency,Premium Economy,None,Desk,4.7,2.0,82,0,0,Middle,2489,186,2024-10-19,0,18,5,10,408.39,0
P8715,F1145,Korean Air,KUL,BKK,On-time,79,Male,Medium,Leisure,Economy,None,Desk,8.8,9.0,112,0,1,Aisle,1220,91,2024-02-21,0,20,2,2,494.72,0
P8716,F782,Japan Airlines,SYD,SIN,Cancelled,24,Female,High,Family,Premium Economy,None,Desk,5.3,1.0,104,0,0,Aisle,6293,472,2023-07-02,1,2,6,7,518.06,20
P8717,F215,Japan Airlines,ICN,BKK,On-time,29,Female,Low,Emergency,Premium Economy,None,Online,8.2,2.0,67,0,0,Window,3668,274,2023-05-07,0,18,6,5,256.52,0
P8718,F330,Singapore Airlines,SYD,SYD,Delayed,56,Female,High,Leisure,Business,Silver,Airport Kiosk,5.2,2.0,72,0,0,Aisle,0,0,2025-02-22,0,15,5,2,335.02,0
P8719,F416,Korean Air,NRT,TPE,On-time,75,Male,Medium,Family,Business,None,Mobile App,8.4,4.0,69,0,0,Middle,2181,163,2023-05-06,0,11,5,5,339.96,20
P8720,F427,Qantas,ICN,PVG,On-time,66,Female,Low,Emergency,Economy,None,Mobile App,7.9,1.0,65,0,1,Middle,822,61,2024-07-03,1,9,2,7,452.29,40
P8721,F331,Malaysia Airlines,SYD,SYD,Cancelled,75,Male,Medium,Family,Economy,None,Mobile App,6.5,6.0,52,0,0,Aisle,0,0,2024-09-12,0,2,3,9,575.78,40
P8722,F1202,Japan Airlines,TPE,BKK,On-time,39,Male,Medium,Emergency,Economy,Platinum,Airport Kiosk,6.8,2.0,42,0,0,Middle,2489,186,2025-01-22,1,11,2,1,600.45,20
P8723,F608,Malaysia Airlines,SYD,SYD,On-time,57,Male,Medium,Leisure,Economy,Silver,Mobile App,7.9,2.0,112,0,0,Aisle,0,0,2025-03-07,0,16,4,3,550.4,20
P8724,F1879,Japan Airlines,SIN,PVG,On-time,55,Male,High,Leisure,Premium Economy,Silver,Mobile App,9.0,8.0,66,0,0,Aisle,3805,285,2025-04-05,0,21,5,4,517.2,20
P8725,F982,Korean Air,KUL,HKG,On-time,56,Male,Low,Family,Economy,Platinum,Airport Kiosk,5.7,29.0,109,0,1,Aisle,2543,190,2024-02-05,1,12,0,2,442.78,0
P8726,F1762,Malaysia Airlines,SYD,SYD,On-time,61,Female,Low,Business,Premium Economy,None,Airport Kiosk,6.3,4.0,95,0,0,Middle,0,0,2024-08-29,1,18,3,8,574.56,20
P8727,F128,Singapore Airlines,SIN,PVG,On-time,75,Female,High,Family,Premium Economy,None,Online,7.9,1.0,109,0,1,Window,3805,285,2024-04-08,0,0,0,4,677.24,40
P8728,F593,Singapore Airlines,SYD,SYD,On-time,69,Male,Medium,Business,Economy,Platinum,Online,8.8,16.0,107,1,0,Middle,0,0,2024-08-05,1,15,0,8,182.86,20
P8730,F641,Qantas,SYD,SYD,Delayed,38,Female,High,Emergency,Economy,None,Airport Kiosk,5.8,11.0,33,0,0,Aisle,0,0,2024-07-08,1,1,0,7,485.52,60
P8731,F1564,Singapore Airlines,NRT,TPE,On-time,75,Female,Medium,Leisure,Economy,Silver,Mobile App,8.9,21.0,97,0,0,Window,2181,163,2025-03-22,0,16,5,3,456.44,0
P8732,F1334,Singapore Airlines,SIN,TPE,On-time,68,Male,Medium,Business,Premium Economy,Gold,Mobile App,5.8,11.0,3,0,0,Middle,3222,241,2024-08-27,1,6,1,8,646.65,20
P8733,F1081,Japan Airlines,SIN,BKK,On-time,36,Male,Medium,Leisure,Economy,Silver,Airport Kiosk,8.5,19.0,5,0,0,Aisle,1416,106,2024-04-27,0,1,5,4,308.8,0
P8734,F494,Malaysia Airlines,HKG,BKK,On-time,79,Male,Medium,Emergency,Economy,Gold,Airport Kiosk,7.5,14.0,57,0,0,Aisle,1689,126,2023-08-02,1,20,2,8,558.57,40
P8735,F423,Malaysia Airlines,TPE,SIN,Delayed,53,Female,Medium,Family,Premium Economy,Gold,Mobile App,7.1,5.0,95,0,0,Window,3222,241,2024-07-21,1,21,6,7,588.58,20
P8736,F1301,Singapore Airlines,BKK,KUL,On-time,49,Female,Medium,Family,Business,Gold,Mobile App,8.2,6.0,64,0,0,Aisle,1220,91,2023-10-19,0,0,3,10,579.74,0
P8737,F1162,Singapore Airlines,ICN,KUL,On-time,51,Female,High,Leisure,Economy,Platinum,Desk,5.5,14.0,112,0,1,Aisle,4612,345,2024-09-30,0,11,0,9,449.49,60
P8738,F998,Qantas,SYD,SIN,On-time,48,Female,Medium,Leisure,Premium Economy,None,Mobile App,7.3,14.0,110,0,0,Middle,6293,472,2024-10-09,0,4,2,10,529.23,20
P8739,F1440,Malaysia Airlines,SIN,HKG,On-time,58,Female,Low,Family,Economy,Gold,Desk,8.3,1.0,43,0,0,Aisle,2565,192,2024-03-02,0,16,5,3,812.75,0
P8740,F1891,Korean Air,BKK,KUL,On-time,73,Female,Medium,Business,Economy,None,Desk,5.2,4.0,104,1,0,Middle,1220,91,2024-05-04,0,22,5,5,701.96,0
P8741,F1173,Qantas,NRT,TPE,On-time,40,Female,Low,Leisure,Economy,Gold,Desk,8.8,9.0,107,0,0,Aisle,2181,163,2024-04-24,0,20,2,4,283.8,40
P8743,F1222,Japan Airlines,ICN,HKG,Delayed,56,Male,Low,Emergency,Economy,Silver,Desk,7.6,1.0,46,0,0,Window,2069,155,2023-11-19,0,0,6,11,675.86,20
P8744,F1098,Japan Airlines,TPE,ICN,Cancelled,44,Male,Medium,Family,Business,Silver,Online,4.7,6.0,19,0,1,Aisle,1463,109,2023-10-23,0,10,0,10,797.76,0
P8745,F664,Qantas,TPE,ICN,On-time,72,Male,Low,Family,Economy,None,Desk,5.6,22.0,19,0,0,Middle,1463,109,2024-12-15,0,17,6,12,495.46,0
P8746,F75,Qantas,SYD,SIN,On-time,47,Male,High,Business,Economy,Silver,Desk,9.5,15.0,107,0,0,Aisle,6293,472,2024-04-30,0,19,1,4,474.02,0
P8747,F225,Singapore Airlines,NRT,ICN,On-time,22,Male,Medium,Emergency,Business,None,Airport Kiosk,4.8,4.0,101,0,1,Aisle,1256,94,2023-11-19,0,9,6,11,536.43,60
P8748,F616,Qantas,ICN,KUL,On-time,65,Female,Medium,Leisure,Premium Economy,Gold,Airport Kiosk,5.9,3.0,106,0,0,Window,4612,345,2023-09-19,0,14,1,9,494.79,40
P8749,F612,Japan Airlines,ICN,TPE,Delayed,77,Male,Medium,Leisure,Economy,Gold,Airport Kiosk,6.7,1.0,21,0,0,Aisle,1463,109,2023-10-09,0,12,0,10,618.03,20
P8750,F1373,Qantas,KUL,BKK,On-time,52,Female,Medium,Leisure,Economy,None,Desk,7.2,8.0,64,0,0,Aisle,1220,91,2024-05-19,0,13,6,5,537.79,20
P8751,F1774,Malaysia Airlines,SYD,SYD,On-time,41,Male,High,Emergency,Business,Gold,Online,8.7,3.0,88,0,1,Window,0,0,2024-12-29,1,8,6,12,419.22,20
P8752,F526,Malaysia Airlines,ICN,TPE,On-time,58,Female,High,Emergency,First,None,Desk,9.3,0.0,89,0,0,Middle,1463,109,2025-04-01,0,1,1,4,640.54,40
P8753,F1343,Korean Air,ICN,KUL,On-time,65,Male,Low,Leisure,Premium Economy,Platinum,Airport Kiosk,7.2,7.0,33,0,0,Aisle,4612,345,2023-05-11,0,22,3,5,204.84,0
P8754,F1427,Malaysia Airlines,SIN,BKK,Delayed,44,Male,Medium,Family,Economy,Silver,Mobile App,9.5,28.0,40,0,0,Window,1416,106,2023-10-20,0,6,4,10,623.1,20
P8756,F162,Malaysia Airlines,HKG,SIN,On-time,76,Male,High,Emergency,Premium Economy,Platinum,Online,6.0,47.0,69,0,1,Middle,2565,192,2023-08-27,1,19,6,8,506.38,0
P8757,F1392,Japan Airlines,TPE,HKG,Cancelled,65,Male,Medium,Emergency,Economy,None,Desk,9.3,19.0,42,0,0,Middle,806,60,2024-05-14,0,14,1,5,590.04,20
P8758,F1018,Qantas,TPE,BKK,Delayed,35,Male,High,Business,Economy,None,Mobile App,7.4,11.0,26,0,0,Aisle,2489,186,2024-12-08,0,1,6,12,791.01,20
P8759,F1184,Singapore Airlines,BKK,KUL,On-time,24,Female,Medium,Leisure,Premium Economy,None,Desk,8.1,27.0,58,0,0,Aisle,1220,91,2023-10-16,0,16,0,10,750.8,0
P8760,F1196,Singapore Airlines,NRT,BKK,Delayed,75,Male,Medium,Leisure,Economy,None,Online,3.5,16.0,78,0,1,Window,4648,348,2023-09-12,0,4,1,9,449.06,0
P8761,F572,Malaysia Airlines,ICN,TPE,On-time,50,Male,Medium,Leisure,Economy,Silver,Online,9.8,3.0,50,0,0,Aisle,1463,109,2024-04-06,0,2,5,4,750.62,20
P8762,F745,Qantas,KUL,TPE,On-time,68,Female,Medium,Leisure,Economy,None,Online,6.5,8.0,53,0,0,Middle,3246,243,2024-12-25,1,7,2,12,505.65,60
P8763,F1486,Japan Airlines,SIN,TPE,On-time,78,Female,Medium,Emergency,Economy,None,Mobile App,8.8,1.0,53,0,0,Aisle,3222,241,2024-10-08,0,12,1,10,612.04,40
P8765,F1761,Japan Airlines,TPE,SIN,On-time,60,Female,Low,Leisure,Economy,None,Mobile App,5.7,10.0,116,0,0,Middle,3222,241,2024-07-27,1,2,5,7,440.4,0
P8766,F813,Japan Airlines,SIN,PVG,On-time,77,Male,Medium,Business,Premium Economy,None,Mobile App,7.4,8.0,85,0,0,Middle,3805,285,2024-01-07,0,14,6,1,277.97,60
P8767,F1688,Qantas,SIN,TPE,On-time,55,Male,High,Family,Premium Economy,None,Desk,7.9,14.0,15,1,0,Window,3222,241,2024-11-06,0,4,2,11,380.44,40
P8768,F1819,Qantas,KUL,HKG,Delayed,55,Female,High,Leisure,Economy,Silver,Mobile App,6.8,0.0,80,0,0,Middle,2543,190,2024-03-07,0,11,3,3,504.0,0
P8769,F1269,Malaysia Airlines,ICN,BKK,On-time,29,Male,Medium,Emergency,Economy,None,Desk,7.2,9.0,95,0,0,Window,3668,274,2024-02-21,0,3,2,2,579.1,20
P8771,F1436,Qantas,TPE,ICN,On-time,72,Female,Medium,Emergency,Economy,None,Desk,4.5,9.0,25,0,1,Window,1463,109,2024-04-20,0,15,5,4,501.48,20
P8772,F1514,Malaysia Airlines,BKK,TPE,On-time,43,Male,High,Family,Economy,None,Desk,8.0,19.0,49,0,0,Aisle,2489,186,2023-08-06,1,0,6,8,514.44,20
P8773,F106,Japan Airlines,NRT,BKK,On-time,53,Male,Medium,Business,Business,Silver,Desk,9.0,21.0,85,0,0,Middle,4648,348,2025-04-09,0,9,2,4,484.56,60
